ClaimNumber,Reserve_Profile,ExposureYear,IncurredLoss,UltimateLoss,AssignedEarmarkedLoss,FinancePremium,LossType,ClaimStatus,ReportedDate,SettlementDate,Currency,GeographicalLocation
CLM001243,Commercial,2015,51006.44,80006.88,27926.14,5519.55,Gross,Open,2019-09-15,,GBP,Los Angeles
CLM001244,Commercial,2020,98848.69,105908.76,53760.96,7947.45,Gross,Closed,2024-09-10,2026-12-19,EUR,New York
CLM001245,Commercial,2019,47062.48,39757.28,20994.91,2172.38,Net,Open,2020-06-15,,CAD,Paris
CLM001246,Workers Comp,2018,6765.55,141343.84,19985.2,4953.52,Net,Reopened,2019-06-06,2020-04-22,USD,Berlin
CLM001247,Homeowners,2022,26965.16,79983.19,57320.42,6152.8,Net,Closed,2012-11-13,2013-05-14,AUD,Toronto
CLM001248,Homeowners,2013,44170.98,124867.29,41950.88,1770.01,Gross,Open,2016-09-19,,EUR,New York
CLM001249,Homeowners,2015,16533.36,55391.81,54820.49,7829.84,Net,Reopened,2013-08-24,2016-04-14,CAD,Paris
CLM001250,Workers Comp,2016,94808.95,15931.49,21920.36,3133.5,Gross,Open,2021-03-06,,AUD,Toronto
CLM001251,Commercial,2022,76918.04,101383.04,48098.51,2268.03,Net,Reopened,2017-04-14,2019-06-19,GBP,Berlin
CLM001252,Homeowners,2020,27560.43,2156.19,35792.73,5671.23,Gross,Closed,2016-03-12,2017-06-06,USD,Paris
CLM001253,Workers Comp,2015,59489.65,71818.65,47958.34,4221.07,Net,Closed,2021-12-06,2022-06-11,AUD,Toronto
CLM001254,Homeowners,2017,72423.47,29727.48,23624.94,9218.8,Net,Open,2012-02-03,,AUD,Toronto
CLM001255,Auto Liability,2013,94186.61,94478.95,57378.35,8824.61,Net,Closed,2016-06-25,2018-10-20,CAD,Sydney
CLM001256,Homeowners,2021,88281.9,146933.56,64571.38,4936.84,Net,Closed,2019-05-02,2020-12-31,GBP,Paris
CLM001257,Homeowners,2024,52004.03,70196.03,21163.36,3720.78,Gross,Reopened,2014-08-12,2015-05-25,EUR,New York
CLM001258,Commercial,2010,77690.61,122807.24,24399.33,3390.08,Net,Closed,2024-03-12,2026-03-12,GBP,Berlin
CLM001259,Workers Comp,2016,56652.33,76659.84,53061.76,2822.12,Net,Reopened,2022-03-23,2023-09-18,USD,Sydney
CLM001260,Commercial,2012,55717.69,74880.16,55799.02,5536.57,Net,Reopened,2012-05-19,2013-02-09,EUR,Toronto
CLM001261,Commercial,2023,12359.45,139633.1,56475.92,8088.79,Net,Reopened,2024-01-11,2026-09-12,GBP,Sydney
CLM001262,Commercial,2015,13487.63,133604.91,54774.53,3245.41,Gross,Closed,2017-06-26,2018-10-13,USD,Sydney
CLM001263,Commercial,2011,53423.83,118084.27,31728.21,2062.92,Gross,Open,2012-07-02,,AUD,Toronto
CLM001264,Commercial,2018,27617.29,45142.11,31890.87,4859.74,Gross,Open,2018-07-29,,AUD,Berlin
CLM001265,Homeowners,2010,3082.65,82206.25,20758.0,876.54,Net,Closed,2014-06-19,2015-01-05,AUD,Paris
CLM001266,Commercial,2015,72561.08,34360.69,12968.28,7072.53,Net,Reopened,2011-06-27,2012-04-21,AUD,Chicago
CLM001267,Commercial,2015,4216.17,67143.59,55559.9,5279.91,Gross,Closed,2016-01-13,2017-10-04,EUR,London
CLM001268,Workers Comp,2014,59932.41,73147.75,7908.51,5064.47,Gross,Open,2018-01-14,,AUD,Sydney
CLM001269,Auto Liability,2022,54380.19,124914.37,75054.49,3144.36,Gross,Reopened,2012-01-22,2013-11-18,EUR,New York
CLM001270,Homeowners,2014,96912.65,134508.23,66221.56,9065.8,Gross,Closed,2015-10-13,2016-01-17,EUR,Toronto
CLM001271,Homeowners,2010,48937.1,62778.39,68671.71,1086.77,Gross,Reopened,2011-02-25,2013-05-09,GBP,London
CLM001272,Homeowners,2019,7296.54,3637.96,72580.17,8724.28,Net,Reopened,2016-06-28,2016-08-04,AUD,Chicago
CLM001273,Commercial,2021,55617.11,129404.3,32984.1,3891.71,Net,Open,2014-01-26,,CAD,Sydney
CLM001274,Commercial,2014,84268.52,26967.52,67812.71,8830.11,Gross,Reopened,2011-07-01,2012-10-20,AUD,Chicago
CLM001275,Commercial,2011,99688.08,93660.41,13065.87,7341.86,Net,Closed,2023-08-02,2024-01-13,CAD,Toronto
CLM001276,Workers Comp,2016,43603.97,4720.66,2220.52,1220.87,Net,Reopened,2017-01-01,2019-03-01,AUD,Toronto
CLM001277,Auto Liability,2012,32709.58,60526.46,62898.87,8349.06,Gross,Reopened,2014-04-21,2016-08-13,EUR,Sydney
CLM001278,Commercial,2022,90758.68,147908.09,6446.33,6885.33,Gross,Closed,2011-03-30,2013-08-05,AUD,Paris
CLM001279,Auto Liability,2024,19932.97,16003.35,79087.71,516.56,Gross,Open,2017-05-15,,AUD,Los Angeles
CLM001280,Workers Comp,2013,61927.46,64130.28,54146.32,1510.29,Gross,Open,2014-10-24,,AUD,Los Angeles
CLM001281,Homeowners,2012,41165.73,46765.34,60399.25,6429.15,Net,Closed,2023-01-27,2024-03-05,AUD,New York
CLM001282,Commercial,2012,5067.15,135858.13,20041.41,6693.48,Net,Reopened,2021-12-18,2022-07-31,GBP,Toronto
CLM001283,Auto Liability,2013,35381.56,130531.68,54072.3,7517.18,Net,Closed,2010-03-01,2012-03-03,GBP,Toronto
CLM001284,Auto Liability,2014,27257.62,36417.12,3935.99,7258.4,Net,Closed,2022-02-24,2024-08-22,EUR,Sydney
CLM001285,Commercial,2010,68923.02,13096.98,67107.14,6663.3,Gross,Closed,2013-11-18,2015-01-23,EUR,London
CLM001286,Homeowners,2013,94930.26,94443.62,13985.12,7709.14,Net,Open,2015-12-01,,CAD,Toronto
CLM001287,Homeowners,2021,27536.67,51118.94,55939.97,5835.84,Gross,Reopened,2013-08-31,2015-11-10,EUR,Paris
CLM001288,Homeowners,2021,81335.13,101140.57,18346.2,2755.76,Net,Closed,2011-04-12,2013-11-09,GBP,Toronto
CLM001289,Workers Comp,2020,6480.62,5785.84,5942.03,9141.29,Net,Open,2016-04-29,,EUR,Sydney
CLM001290,Auto Liability,2017,54273.98,20876.49,38778.75,378.5,Gross,Open,2016-10-07,,CAD,Los Angeles
CLM001291,Auto Liability,2019,7984.46,103269.46,13958.25,3792.3,Gross,Reopened,2011-12-21,2012-08-15,CAD,Toronto
CLM001292,Auto Liability,2016,93469.27,32643.23,58490.8,7342.93,Gross,Closed,2013-05-20,2014-04-15,GBP,Paris
CLM001293,Workers Comp,2018,76868.78,128780.56,19386.48,4386.13,Net,Reopened,2011-07-17,2013-04-07,EUR,Sydney
CLM001294,Auto Liability,2014,66137.04,9730.04,27726.57,443.38,Gross,Closed,2012-09-09,2015-05-20,CAD,New York
CLM001295,Workers Comp,2022,82565.74,33106.82,45611.42,846.61,Net,Open,2018-02-14,,EUR,Sydney
CLM001296,Homeowners,2024,65104.46,149785.48,23154.98,6556.65,Net,Open,2016-05-24,,EUR,Paris
CLM001297,Commercial,2019,96925.5,65528.34,30550.06,9655.67,Gross,Reopened,2022-05-18,2024-04-03,GBP,Los Angeles
CLM001298,Auto Liability,2013,71681.84,105741.88,65341.93,5608.26,Net,Closed,2022-09-24,2025-03-27,GBP,London
CLM001299,Auto Liability,2017,92541.2,28216.79,14747.18,5166.23,Gross,Reopened,2023-04-17,2024-10-31,EUR,Toronto
CLM001300,Homeowners,2018,52196.06,91870.44,7035.03,3319.59,Gross,Closed,2014-09-27,2014-12-04,AUD,New York
CLM001301,Commercial,2022,12589.38,109189.8,26604.44,2715.57,Net,Reopened,2021-11-18,2024-03-03,AUD,Chicago
CLM001302,Workers Comp,2016,53289.59,47857.02,34237.95,405.65,Net,Open,2018-05-06,,USD,Toronto
CLM001303,Commercial,2023,13560.41,124505.67,43641.41,2874.96,Net,Reopened,2013-09-19,2015-06-22,USD,Toronto
CLM001304,Homeowners,2016,59656.85,90909.22,30107.68,4601.28,Gross,Closed,2016-07-03,2018-09-24,USD,Paris
CLM001305,Homeowners,2014,48766.81,58979.33,63297.98,2139.91,Gross,Reopened,2017-07-25,2019-09-03,GBP,Chicago
CLM001306,Commercial,2013,62634.96,84088.72,3625.9,1056.01,Gross,Closed,2024-04-22,2026-12-24,EUR,Los Angeles
CLM001307,Workers Comp,2023,1994.65,86937.37,34825.52,7233.73,Net,Reopened,2014-11-21,2017-05-24,CAD,Sydney
CLM001308,Workers Comp,2019,20289.21,25664.76,30889.35,8967.28,Gross,Closed,2015-05-17,2017-08-20,EUR,Toronto
CLM001309,Auto Liability,2010,49641.71,61007.12,51982.49,9380.37,Net,Closed,2013-04-03,2013-11-24,EUR,Los Angeles
CLM001310,Workers Comp,2019,95099.85,52171.16,77318.96,6256.39,Gross,Closed,2017-05-02,2019-01-04,USD,New York
CLM001311,Commercial,2019,38977.29,60734.51,41074.84,717.19,Gross,Reopened,2024-03-04,2026-02-12,EUR,Paris
CLM001312,Homeowners,2016,43012.83,114405.48,78956.71,7460.45,Net,Reopened,2023-11-04,2025-10-30,USD,Los Angeles
CLM001313,Auto Liability,2010,71754.91,72898.22,24528.83,1278.93,Net,Open,2018-03-27,,EUR,Los Angeles
CLM001314,Auto Liability,2010,60775.48,141107.11,2954.02,6763.53,Net,Closed,2024-07-13,2025-07-10,CAD,Los Angeles
CLM001315,Homeowners,2014,30593.69,44757.79,13670.22,7837.79,Gross,Open,2018-07-21,,AUD,Paris
CLM001316,Workers Comp,2022,41670.82,62939.83,31912.43,7313.47,Net,Open,2018-08-10,,AUD,Berlin
CLM001317,Homeowners,2018,22552.28,118256.56,25648.55,9528.46,Net,Closed,2017-09-01,2018-10-23,GBP,Los Angeles
CLM001318,Workers Comp,2015,96636.12,82357.66,8215.8,7433.83,Net,Open,2010-11-20,,CAD,Toronto
CLM001319,Homeowners,2012,13932.8,82507.19,34896.48,6993.46,Net,Reopened,2020-02-01,2021-03-18,EUR,Los Angeles
CLM001320,Commercial,2022,37811.84,8947.68,27380.2,2765.08,Gross,Open,2016-01-12,,CAD,Sydney
CLM001321,Workers Comp,2012,3558.06,60391.35,10248.23,9262.73,Gross,Reopened,2014-11-30,2017-05-31,EUR,London
CLM001322,Commercial,2016,22956.17,41339.33,24041.31,1959.53,Net,Closed,2016-02-27,2016-12-23,CAD,Toronto
CLM001323,Auto Liability,2015,78266.64,149900.93,70971.67,9067.99,Net,Closed,2016-05-31,2017-09-09,CAD,Los Angeles
CLM001324,Homeowners,2018,20916.35,46944.91,24512.88,3264.09,Gross,Closed,2019-04-17,2021-09-20,AUD,Los Angeles
CLM001325,Auto Liability,2015,8926.28,132789.98,57259.46,1475.6,Net,Open,2019-04-24,,CAD,Sydney
CLM001326,Auto Liability,2014,47970.86,101758.83,49157.74,8301.49,Net,Closed,2015-05-30,2017-04-05,GBP,Chicago
CLM001327,Auto Liability,2019,1986.95,51796.54,34460.9,224.46,Net,Closed,2018-05-04,2020-03-21,EUR,Toronto
CLM001328,Auto Liability,2016,9391.85,81986.62,19502.54,8354.47,Gross,Reopened,2013-07-31,2014-08-09,USD,Berlin
CLM001329,Homeowners,2010,80954.96,126239.85,29836.67,2770.66,Gross,Open,2013-12-26,,CAD,Berlin
CLM001330,Auto Liability,2021,77375.86,132621.88,47572.52,8870.27,Gross,Open,2012-08-20,,USD,New York
CLM001331,Homeowners,2016,91598.74,24898.69,28384.88,6976.5,Net,Closed,2014-09-14,2015-11-09,AUD,Berlin
CLM001332,Homeowners,2012,85597.03,51596.4,17584.27,6728.6,Net,Open,2016-08-26,,USD,Paris
CLM001333,Commercial,2023,68634.38,50948.25,9758.79,3780.13,Net,Closed,2024-10-05,2024-11-23,GBP,Paris
CLM001334,Workers Comp,2018,6180.95,7264.67,70441.47,782.15,Gross,Reopened,2016-12-14,2017-12-16,GBP,Chicago
CLM001335,Workers Comp,2024,78502.01,90137.43,35504.88,8334.72,Gross,Open,2019-11-28,,AUD,Sydney
CLM001336,Homeowners,2015,84705.57,128368.19,50204.06,1874.86,Net,Open,2016-07-06,,GBP,Berlin
CLM001337,Commercial,2018,80109.13,57854.58,39487.62,3848.13,Net,Reopened,2012-05-24,2012-08-28,EUR,Sydney
CLM001338,Homeowners,2022,51339.42,111265.36,69869.04,6083.48,Net,Open,2020-01-19,,GBP,Toronto
CLM001339,Homeowners,2024,24057.28,94527.36,43981.32,4926.09,Net,Closed,2016-01-15,2016-04-15,CAD,New York
CLM001340,Homeowners,2014,84687.67,56971.66,38722.12,2146.87,Net,Open,2022-05-25,,GBP,Los Angeles
CLM001341,Commercial,2016,72989.12,22017.91,74005.78,1578.04,Gross,Open,2013-02-13,,EUR,Los Angeles
CLM001342,Workers Comp,2022,98095.36,106689.25,57715.32,1407.81,Gross,Reopened,2019-11-01,2022-04-07,AUD,Los Angeles
CLM001343,Commercial,2023,16413.57,128330.21,9368.22,8657.48,Gross,Reopened,2022-11-28,2024-09-09,GBP,Chicago
CLM001344,Auto Liability,2013,23340.79,103192.32,14627.5,509.28,Gross,Closed,2022-11-28,2024-07-17,EUR,New York
CLM001345,Commercial,2024,21968.02,3663.89,63076.27,9774.74,Net,Open,2017-04-27,,CAD,Los Angeles
CLM001346,Commercial,2016,79461.44,33218.7,66950.18,2145.58,Gross,Open,2022-05-28,,USD,Berlin
CLM001347,Commercial,2022,19503.82,11352.52,43842.67,1281.16,Gross,Reopened,2014-03-26,2016-06-08,USD,Paris
CLM001348,Commercial,2010,7599.32,85987.53,44579.19,5854.32,Net,Closed,2017-10-14,2018-12-12,AUD,Los Angeles
CLM001349,Workers Comp,2016,99857.52,113715.17,50738.67,983.86,Gross,Open,2023-10-07,,AUD,Los Angeles
CLM001350,Auto Liability,2017,3456.9,17476.3,35409.7,6104.04,Net,Closed,2022-10-12,2024-04-17,USD,London
CLM001351,Workers Comp,2014,83689.16,125912.34,54575.83,8536.14,Gross,Open,2010-09-23,,USD,Paris
CLM001352,Workers Comp,2011,37171.32,83770.84,9124.26,669.4,Net,Reopened,2010-04-12,2011-05-05,AUD,Berlin
CLM001353,Commercial,2014,84319.93,103805.38,76921.7,8038.71,Net,Reopened,2017-07-19,2019-11-26,USD,Los Angeles
CLM001354,Homeowners,2015,55907.43,145738.88,60137.31,4065.88,Net,Reopened,2020-11-17,2022-06-08,GBP,London
CLM001355,Homeowners,2021,90261.49,13468.47,50678.35,1763.01,Gross,Reopened,2014-03-15,2015-01-29,EUR,Berlin
CLM001356,Workers Comp,2011,92693.11,135282.38,25647.6,1925.75,Gross,Reopened,2016-03-19,2016-08-25,AUD,Sydney
CLM001357,Workers Comp,2023,1900.72,19789.3,13295.96,9203.89,Net,Reopened,2018-02-10,2020-03-19,EUR,Sydney
CLM001358,Commercial,2015,8465.81,59550.86,33042.77,1283.94,Gross,Closed,2016-10-19,2018-03-11,CAD,Los Angeles
CLM001359,Workers Comp,2015,25785.51,127864.37,53095.35,8694.47,Net,Reopened,2013-04-28,2015-03-06,CAD,Los Angeles
CLM001360,Commercial,2010,67262.23,136031.88,50879.92,5533.6,Net,Closed,2022-12-19,2024-07-02,GBP,Chicago
CLM001361,Homeowners,2023,88938.95,76449.38,30919.97,582.75,Net,Reopened,2018-03-12,2018-12-30,CAD,Chicago
CLM001362,Homeowners,2010,46534.25,89521.59,49256.27,4751.87,Net,Open,2022-02-16,,AUD,London
CLM001363,Auto Liability,2023,61090.34,106513.95,65192.99,8211.01,Net,Open,2012-06-25,,GBP,New York
CLM001364,Homeowners,2020,19661.49,125081.04,2589.64,7316.79,Net,Open,2014-05-01,,GBP,Chicago
CLM001365,Workers Comp,2019,80691.72,19105.16,36324.37,4990.07,Net,Closed,2014-05-24,2015-11-07,AUD,London
CLM001366,Homeowners,2012,96765.48,121700.33,60805.14,8628.49,Gross,Reopened,2011-07-24,2012-01-29,USD,Toronto
CLM001367,Commercial,2023,27591.29,72710.15,43918.49,1379.57,Gross,Closed,2014-03-26,2016-10-19,EUR,New York
CLM001368,Homeowners,2019,49987.77,68142.89,52292.35,9117.42,Gross,Reopened,2012-06-27,2014-11-27,AUD,London
CLM001369,Auto Liability,2019,9525.49,64161.06,41575.77,8495.12,Gross,Open,2022-03-21,,USD,Paris
CLM001370,Homeowners,2024,56354.53,76872.53,79354.03,7141.11,Gross,Closed,2021-03-07,2021-06-25,USD,Chicago
CLM001371,Commercial,2021,50775.56,141812.53,4842.41,8215.3,Gross,Reopened,2019-02-23,2020-05-10,CAD,Paris
CLM001372,Commercial,2012,15299.21,82682.36,39538.06,5529.39,Net,Closed,2016-08-22,2018-01-08,GBP,Toronto
CLM001373,Workers Comp,2013,44764.56,143023.45,7767.62,6816.59,Gross,Closed,2018-10-24,2021-04-28,GBP,Toronto
CLM001374,Homeowners,2011,34076.36,27863.23,13202.95,5693.86,Net,Open,2015-12-06,,CAD,Chicago
CLM001375,Commercial,2018,52661.26,108896.26,30951.55,3683.2,Gross,Open,2012-10-10,,CAD,Paris
CLM001376,Auto Liability,2019,58979.78,122023.69,12865.44,5774.84,Net,Open,2018-10-12,,GBP,Chicago
CLM001377,Workers Comp,2021,1841.06,102190.2,77113.13,2723.16,Gross,Open,2015-02-16,,AUD,Los Angeles
CLM001378,Auto Liability,2020,76339.59,91431.42,75769.79,4514.74,Gross,Open,2023-06-11,,AUD,Paris
CLM001379,Homeowners,2023,71588.41,85157.1,27220.72,2951.6,Gross,Reopened,2010-07-25,2012-05-31,AUD,Berlin
CLM001380,Homeowners,2016,37262.35,129278.64,51359.94,1404.3,Gross,Reopened,2012-03-26,2014-07-18,AUD,Los Angeles
CLM001381,Homeowners,2016,6240.66,123425.34,42933.39,3354.25,Gross,Open,2010-03-07,,CAD,Chicago
CLM001382,Workers Comp,2024,75738.32,19221.02,65339.16,8549.47,Net,Open,2021-01-28,,EUR,London
CLM001383,Commercial,2015,95562.34,127439.56,50381.93,3934.59,Net,Open,2015-08-14,,EUR,Paris
CLM001384,Workers Comp,2024,24775.01,62696.22,520.07,7530.44,Gross,Closed,2010-01-03,2011-06-03,GBP,Sydney
CLM001385,Auto Liability,2012,33028.94,38800.83,61172.36,1916.94,Net,Open,2010-11-21,,EUR,Paris
CLM001386,Workers Comp,2015,19197.48,130595.52,59874.43,4359.31,Net,Reopened,2024-09-03,2026-02-10,AUD,Los Angeles
CLM001387,Auto Liability,2024,58116.68,65371.7,41022.96,1325.59,Net,Reopened,2011-08-28,2012-03-30,CAD,Berlin
CLM001388,Workers Comp,2023,16329.3,121446.34,72282.06,1558.49,Net,Closed,2023-05-24,2024-08-12,AUD,Los Angeles
CLM001389,Commercial,2021,36263.2,40247.14,72721.47,6250.88,Gross,Reopened,2017-01-26,2019-02-01,USD,Los Angeles
CLM001390,Auto Liability,2017,70004.29,1585.47,42150.98,6153.32,Gross,Open,2017-03-31,,CAD,Paris
CLM001391,Homeowners,2017,56451.48,74823.42,48835.06,2291.04,Net,Closed,2018-07-20,2020-09-02,USD,New York
CLM001392,Homeowners,2020,39259.79,15934.01,79723.5,4849.35,Gross,Closed,2018-07-12,2019-10-16,USD,Paris
CLM001393,Workers Comp,2022,42604.71,113402.02,24256.21,8660.4,Gross,Reopened,2018-12-20,2019-03-25,GBP,Paris
CLM001394,Homeowners,2018,56648.98,42135.2,26307.07,1907.17,Gross,Open,2010-12-13,,USD,Paris
CLM001395,Auto Liability,2024,1580.61,67103.2,15030.53,388.26,Gross,Open,2024-03-05,,EUR,Sydney
CLM001396,Homeowners,2010,8772.48,13968.0,71721.42,6589.55,Net,Open,2021-05-17,,EUR,Toronto
CLM001397,Commercial,2023,88244.55,43712.23,59686.83,724.28,Net,Closed,2017-06-20,2019-08-05,USD,New York
CLM001398,Commercial,2010,8710.02,117442.05,8898.61,9803.41,Net,Reopened,2017-01-02,2017-02-17,GBP,Paris
CLM001399,Workers Comp,2012,70973.56,23586.6,78550.5,6174.28,Gross,Reopened,2019-04-13,2020-10-07,USD,Paris
CLM001400,Auto Liability,2012,92083.78,97426.77,58611.46,4809.88,Net,Reopened,2019-06-06,2019-08-07,CAD,Berlin
CLM001401,Commercial,2019,27797.68,137696.45,68116.51,4413.93,Net,Open,2016-03-04,,CAD,Los Angeles
CLM001402,Commercial,2017,37678.65,102295.68,4327.99,5816.09,Net,Closed,2010-04-21,2011-06-04,CAD,Toronto
CLM001403,Auto Liability,2024,57323.22,121842.23,40644.39,1088.12,Net,Closed,2010-01-23,2011-07-14,CAD,Los Angeles
CLM001404,Homeowners,2019,88289.19,17236.77,56038.56,9314.19,Gross,Reopened,2020-06-13,2022-04-19,USD,Toronto
CLM001405,Homeowners,2010,94248.65,38359.04,43664.25,6331.29,Net,Reopened,2015-05-18,2018-01-10,AUD,Toronto
CLM001406,Workers Comp,2022,74216.76,134286.29,53498.47,2002.99,Gross,Closed,2023-05-15,2025-10-28,AUD,Sydney
CLM001407,Homeowners,2011,9575.36,107550.74,65520.99,5713.29,Gross,Reopened,2014-09-04,2017-02-05,CAD,Berlin
CLM001408,Auto Liability,2011,67246.26,96293.52,30259.8,1505.91,Net,Closed,2018-06-10,2019-04-02,GBP,Berlin
CLM001409,Commercial,2012,41620.07,99901.24,67969.16,372.02,Gross,Closed,2020-06-12,2021-12-10,GBP,Los Angeles
CLM001410,Homeowners,2022,47599.4,62715.88,13451.83,6379.07,Gross,Reopened,2012-01-17,2014-04-23,USD,Chicago
CLM001411,Workers Comp,2015,5865.69,7638.94,22035.44,6555.14,Net,Closed,2011-05-30,2013-12-20,AUD,Paris
CLM001412,Homeowners,2010,19915.15,117881.79,3945.98,5920.23,Net,Closed,2018-04-28,2019-09-24,USD,Sydney
CLM001413,Auto Liability,2011,79260.85,102128.27,29471.93,1998.14,Net,Reopened,2017-10-27,2018-11-07,EUR,Berlin
CLM001414,Workers Comp,2022,45941.92,71447.87,30702.81,6113.61,Net,Reopened,2016-05-30,2018-02-21,CAD,Toronto
CLM001415,Homeowners,2024,30864.56,135064.18,64519.01,753.81,Net,Reopened,2010-11-21,2012-10-14,EUR,Toronto
CLM001416,Workers Comp,2022,39017.89,51087.79,52423.89,6170.54,Gross,Closed,2019-03-17,2020-07-01,EUR,Los Angeles
CLM001417,Auto Liability,2010,85585.55,44853.94,35219.44,5629.37,Net,Reopened,2019-07-23,2020-09-02,GBP,Chicago
CLM001418,Commercial,2014,75150.9,131046.65,52343.06,6621.5,Gross,Reopened,2016-11-12,2018-09-02,AUD,Toronto
CLM001419,Auto Liability,2022,27959.22,119751.16,4696.28,8975.66,Gross,Closed,2024-02-24,2026-11-12,CAD,Berlin
CLM001420,Auto Liability,2022,12632.68,77731.99,14831.59,8533.51,Net,Closed,2018-09-14,2020-05-08,USD,London
CLM001421,Auto Liability,2016,25947.82,20479.48,50342.35,9810.41,Gross,Reopened,2019-02-07,2020-02-29,CAD,New York
CLM001422,Auto Liability,2017,92154.89,33045.65,51488.66,9767.16,Gross,Reopened,2014-04-12,2015-10-31,USD,London
CLM001423,Commercial,2019,58577.29,98777.97,62043.71,7768.73,Net,Closed,2014-03-25,2016-01-04,USD,Sydney
CLM001424,Commercial,2010,53814.54,58371.14,32538.48,9572.91,Net,Closed,2018-11-04,2021-05-01,AUD,London
CLM001425,Workers Comp,2016,60042.97,125634.51,57943.05,8699.38,Gross,Open,2011-06-10,,EUR,Chicago
CLM001426,Homeowners,2022,37236.8,142543.3,54876.44,7330.31,Gross,Closed,2023-09-24,2024-05-20,USD,Chicago
CLM001427,Commercial,2014,80903.6,121039.9,77089.77,938.77,Gross,Closed,2022-09-08,2024-11-16,AUD,Paris
CLM001428,Commercial,2019,52805.34,57254.27,17602.85,680.69,Gross,Open,2014-10-16,,EUR,Chicago
CLM001429,Homeowners,2010,12558.04,118514.28,44358.53,8408.48,Gross,Reopened,2022-12-06,2023-02-15,EUR,Los Angeles
CLM001430,Commercial,2012,13777.45,53364.81,48340.27,4998.63,Net,Open,2012-04-20,,CAD,London
CLM001431,Auto Liability,2016,54149.06,25897.91,79892.51,8183.15,Net,Closed,2016-03-15,2016-04-26,CAD,Paris
CLM001432,Auto Liability,2019,93720.45,5975.59,16494.14,3266.6,Net,Open,2022-11-02,,CAD,Los Angeles
CLM001433,Homeowners,2010,31526.86,58471.79,42095.83,4096.97,Net,Open,2011-12-14,,GBP,Sydney
CLM001434,Workers Comp,2016,87084.58,135630.34,28021.73,7061.83,Gross,Open,2010-03-08,,EUR,London
CLM001435,Workers Comp,2014,76645.46,36609.0,42308.49,9170.2,Net,Open,2012-01-31,,GBP,New York
CLM001436,Homeowners,2010,25533.43,31770.46,18954.22,1060.06,Net,Open,2024-05-27,,CAD,Berlin
CLM001437,Homeowners,2010,4597.73,145503.3,4285.18,8642.49,Gross,Open,2024-12-18,,AUD,Paris
CLM001438,Auto Liability,2023,11082.88,4725.61,46018.95,7971.52,Gross,Reopened,2011-04-10,2012-04-09,CAD,Sydney
CLM001439,Workers Comp,2010,73120.9,118081.54,27200.42,3292.28,Gross,Open,2021-06-23,,USD,London
CLM001440,Commercial,2020,20767.3,48884.12,14964.34,3681.12,Net,Open,2022-05-01,,AUD,Toronto
CLM001441,Auto Liability,2018,37755.82,6585.71,26252.88,655.32,Net,Open,2018-09-25,,AUD,Toronto
CLM001442,Homeowners,2020,50668.22,137752.58,4417.78,354.26,Gross,Open,2023-06-01,,EUR,Sydney
CLM001443,Workers Comp,2022,72821.35,21806.71,76060.16,4874.66,Gross,Closed,2014-01-07,2016-03-11,GBP,Toronto
CLM001444,Commercial,2012,12209.89,83215.11,46701.26,1136.29,Net,Open,2023-04-15,,USD,New York
CLM001445,Commercial,2024,41230.27,41834.08,65274.11,2101.22,Gross,Open,2017-07-23,,AUD,Paris
CLM001446,Auto Liability,2022,49022.22,10713.73,34137.9,8498.32,Gross,Open,2022-03-15,,GBP,London
CLM001447,Workers Comp,2014,54541.88,8438.45,72313.52,5796.08,Gross,Reopened,2013-10-25,2014-06-18,GBP,New York
CLM001448,Workers Comp,2020,82017.7,18217.95,38923.8,6409.6,Net,Open,2020-02-11,,USD,New York
CLM001449,Homeowners,2019,17996.14,11633.69,46128.65,2037.3,Net,Closed,2021-10-17,2023-10-01,USD,Berlin
CLM001450,Workers Comp,2021,80975.31,114323.16,39597.62,8320.89,Net,Reopened,2024-09-22,2025-06-19,CAD,London
CLM001451,Workers Comp,2018,69594.96,73349.36,58795.62,8706.2,Gross,Closed,2014-08-27,2016-08-01,CAD,Sydney
CLM001452,Auto Liability,2015,56031.21,52090.92,45549.16,5328.61,Gross,Reopened,2013-01-25,2014-09-21,AUD,Toronto
CLM001453,Workers Comp,2021,70253.26,63336.97,22092.11,9143.07,Net,Reopened,2024-08-04,2027-02-13,AUD,Paris
